tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|AHHOS|ARRIVED HOMES 4 LLC MEMBERSHIP INT SER HOLLY Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|212|20|2025-12-15
OTC|AHHYS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER HAYBRIDGE|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1651|106|2025-12-15
OTC|AHJHS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER JOHNSON Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|934|62|2025-12-15
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|ARCA GLOBAL OTC|ARCA|1853|9|2025-12-15
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|629|8|2025-12-15
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|94|1|2025-12-15
OTC|AHKYS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER KEYSTONE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1000|61|2025-12-15
OTC|AHLAS|RSE ARCHIVE LLC MEMBERSHIP INT SER - HONUS T206 HONUS WAGNER CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|1|2025-12-15
OTC|AHLCS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 39TEDWILL 1939 PLAY BALL TED WILLIAMS (CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|1|2025-12-15
OTC|AHLES|RSE ARCHIVE LLC MEMBERSHIP INT SER - 09TROUT2 2009 MIKE TROUT XFRACTOR CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|6|1|2025-12-15
OTC|AHLFS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 91JORDAN 1991 JORDAN GAME WORN UNIFORM|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|4|2025-12-15
OTC|AHLGS|RSE ARCHIVE LLC MEMBERSHIP INT SER - DOMNOS 1990 ROLEX DOMINOS AIR-KING|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|2|2025-12-15
OTC|AHLJS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 13GIANNIS 2013 PANINI GIANNIS (ANTETOKOUNMPO CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|3|2|2025-12-15
OTC|AHLNS|RSE ARCHIVE LLC MEMEBERSHIP INT SER - 07DURANT 2007 TOPPS KEVIN DURANT (ROOKIE CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|AHLSS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 1986 TOPPS BARRY BDS ROOKIE (CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|80|2|2025-12-15
OTC|AHLUS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 1941 DETECTIVE COMICS #58|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|102|2|2025-12-15
OTC|AHLVS|ARRIVED HOMES LLC MEMBERSHIP INT SER ALVIN Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1417|76|2025-12-15
OTC|AHLXS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER LIBERTY SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|395|41|2025-12-15
OTC|AHMCS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER MARCY SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|776|48|2025-12-15
OTC|AHNBS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER NORTHBROOK Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1435|73|2025-12-15
OTC|AHNRF|Athena Gold Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|57696|16|2025-12-15
OTC|AHNTS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER NORTHRIDGE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|525|49|2025-12-15
OTC|AHOBS|ARRIVED HOMES LLC MEMBERSHIP INT SER HOBBES|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|991|77|2025-12-15
OTC|AHOMS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER BAYNE|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|321|37|2025-12-15
OTC|AHPHS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER PHOEBE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|256|34|2025-12-15
OTC|AHPMS|ARRIVED HOMES LLC MEMBERSHIP INT SER PALMER|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|4171|140|2025-12-15
OTC|AHPSS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER PEBBLESTONE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2220|96|2025-12-15
OTC|AHRFS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER RATLIFF Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|722|60|2025-12-15
OTC|AHRKS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER ROANOKE Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1015|93|2025-12-15
OTC|AHRWS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER REDWOOD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1369|71|2025-12-15
OTC|AHSMS|ARRIVED HOMES LLC MEMBERSHIP INT SER BERGENIA|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|863|52|2025-12-15
OTC|AHSOS|ARRIVED HOMES LLC MEMBERSHIP INT SER BRIARWOOD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|475|47|2025-12-15
OTC|AHSQS|ARRIVED HOMES LLC MEMBERSHIP INT SER CALVIN|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|976|66|2025-12-15
OTC|AHSSS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER SANSA Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|983|56|2025-12-15
OTC|AHSVS|ARRIVED HOMES LLC MEMBERSHIP INT SER CHINOOK|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1683|112|2025-12-15
OTC|AHTYS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER TYTUS SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|970|68|2025-12-15
OTC|AHVAS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 09COBB 1909-11 T206 TY COBB CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|1|2025-12-15
OTC|AHWHS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER WYNDHURST Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1002|61|2025-12-15
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|ARCA GLOBAL OTC|ARCA|21215|276|2025-12-15
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|OTCN OTC LINK NQB IDQS|OTCN|20976|104|2025-12-15
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|OTCX OTC LINK ECN ATS|OTCX|16096|266|2025-12-15
OTC|AIBT|Aibotics Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|173008|2|2025-12-15
OTC|AIJTY|JIANPU TECHNOLOGY INC ADR NEW - Sponsored (Cayman)|OTCN OTC LINK NQB IDQS|OTCN|2350|2|2025-12-15
OTC|AIMFF|Aimia, Inc.  Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|600|2|2025-12-15
OTC|AIMFF|Aimia, Inc.  Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|900|2|2025-12-15
OTC|AIMLF|AI / ML Innovations Inc. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|260600|9|2025-12-15
OTC|AINMF|NETRAMARK HLDGS INC Common Stock|ARCA GLOBAL OTC|ARCA|2200|1|2025-12-15
OTC|AIPUY|Airports of Thailand Public Co Ltd Unsponsored ADR (Thailand)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|131065|966|2025-12-15
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|21965|119|2025-12-15
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|20894|143|2025-12-15
OTC|AIRDF|ROCKET DOCTOR AI INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|38000|11|2025-12-15
OTC|AIRRF|Aurion Resources, Ltd. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|8272|7|2025-12-15
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|48244979|192|2025-12-15
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCX OTC LINK ECN ATS|OTCX|11958670|54|2025-12-15
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|ARCA GLOBAL OTC|ARCA|10201|60|2025-12-15
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|OTCN OTC LINK NQB IDQS|OTCN|2230|21|2025-12-15
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|OTCX OTC LINK ECN ATS|OTCX|8808|75|2025-12-15
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|OTCN OTC LINK NQB IDQS|OTCN|702|4|2025-12-15
OTC|AKEMF|ALASKA ENERGY METALS CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|93061|7|2025-12-15
OTC|AKEMF|ALASKA ENERGY METALS CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|2148|2|2025-12-15
OTC|AKGSS|ARK7 PPTYS PLUS LLC Membership Interests Series #ORHOF|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|AKOJS|ARK7 PPTYS PLUS LLC  MEMBERSHIP INT SER - #OJXLW Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|15|4|2025-12-15
OTC|AKPJS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #JTDXY|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|55|16|2025-12-15
OTC|AKPPS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER WGI3Z INT|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|18|11|2025-12-15
OTC|AKPQS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #QGXF0|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|4|3|2025-12-15
OTC|AKPRS|ARK7 PPTYS ADVANCE LLC LTD PARTNERSHIP INT SER #ICBTL|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|2|2025-12-15
OTC|AKPXS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #0XYT6|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|24|7|2025-12-15
OTC|AKPZS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #ZIE3T|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|9|8|2025-12-15
OTC|AKRBY|AKER BP ASA ADR - Unsponsored (Norway)|OTCN OTC LINK NQB IDQS|OTCN|983|3|2025-12-15
OTC|AKRYY|AKER SOLUTIONS ASA  American Depositary Receipts - Unsponsored (Norway)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|AKTAF|Akita Drilling Ltd Non Vtg A Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|700|3|2025-12-15
OTC|AKTAF|Akita Drilling Ltd Non Vtg A Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|301|3|2025-12-15
OTC|AKZAS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #ZAUH4|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|11|5|2025-12-15
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|15081|67|2025-12-15
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|15046|78|2025-12-15
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|8111|41|2025-12-15
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|6277|38|2025-12-15
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCN OTC LINK NQB IDQS|OTCN|2353|21|2025-12-15
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|1821|13|2025-12-15
OTC|ALGYS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER LANGLEY Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|196|20|2025-12-15
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|70747|379|2025-12-15
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|88979|395|2025-12-15
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|112320|569|2025-12-15
OTC|ALLGF|Allego N.V. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|135|2|2025-12-15
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|31|3|2025-12-15
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|10|1|2025-12-15
OTC|ALOIS|ARRIVED HOMES 5 LLC MEMBERSHIP INT SER LOIS Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|378|30|2025-12-15
OTC|ALPIB|Alpine Bks Colo CL B Common Shares|ARCA GLOBAL OTC|ARCA|699|6|2025-12-15
OTC|ALPIB|Alpine Bks Colo CL B Common Shares|OTCN OTC LINK NQB IDQS|OTCN|987|16|2025-12-15
OTC|ALPIB|Alpine Bks Colo CL B Common Shares|OTCX OTC LINK ECN ATS|OTCX|943|12|2025-12-15
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|46780|237|2025-12-15
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|10112|50|2025-12-15
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|20745|137|2025-12-15
OTC|ALRTF|ALR Technologies SG LTD. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|ALSAF|ALPHA STAR ACQUISITION CORP Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|1|1|2025-12-15
OTC|ALSMY|Alstom Unsponsored ADR (France)|ARCA GLOBAL OTC|ARCA|99193|46|2025-12-15
OTC|ALSMY|Alstom Unsponsored ADR (France)|OTCN OTC LINK NQB IDQS|OTCN|107274|61|2025-12-15
OTC|ALSMY|Alstom Unsponsored ADR (France)|OTCX OTC LINK ECN ATS|OTCX|95201|75|2025-12-15
OTC|ALVLF|Big Ridge Gold Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|2000|1|2025-12-15
OTC|ALVOF|ALVOPETRO ENERGY LTD COM NEW (Canada)|ARCA GLOBAL OTC|ARCA|1500|1|2025-12-15
OTC|ALVOF|ALVOPETRO ENERGY LTD COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|6095|9|2025-12-15
OTC|ALVOF|ALVOPETRO ENERGY LTD COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|4300|15|2025-12-15
OTC|ALYAF|Alithya Group Inc. Class A Subordinate Voting Shares (Canada)|ARCA GLOBAL OTC|ARCA|600|6|2025-12-15
OTC|ALYAF|Alithya Group Inc. Class A Subordinate Voting Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1000|4|2025-12-15
OTC|ALYAF|Alithya Group Inc. Class A Subordinate Voting Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|1100|11|2025-12-15
OTC|ALYI|Alternet Systems, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2000|1|2025-12-15
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|5705|82|2025-12-15
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|6974|111|2025-12-15
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|6423|67|2025-12-15
OTC|AMBIQ|AMBIPAR EMERGENCY RESPONSE Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|537|4|2025-12-15
OTC|AMBIQ|AMBIPAR EMERGENCY RESPONSE Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|848|8|2025-12-15
OTC|AMBWQ|AMBIPAR EMERGENCY RESPONSE Warrant   03/06/2028|OTCN OTC LINK NQB IDQS|OTCN|20000|1|2025-12-15
OTC|AMBWQ|AMBIPAR EMERGENCY RESPONSE Warrant   03/06/2028|OTCX OTC LINK ECN ATS|OTCX|783|1|2025-12-15
OTC|AMBZ|American Business Bank Common Stock|ARCA GLOBAL OTC|ARCA|1880|18|2025-12-15
OTC|AMBZ|American Business Bank Common Stock|OTCN OTC LINK NQB IDQS|OTCN|4906|43|2025-12-15
OTC|AMBZ|American Business Bank Common Stock|OTCX OTC LINK ECN ATS|OTCX|4815|38|2025-12-15
OTC|AMIGY|Admiral Group plc, Cardiff Unsponsored ADR (UK)|ARCA GLOBAL OTC|ARCA|4218|32|2025-12-15
OTC|AMIGY|Admiral Group plc, Cardiff Unsponsored ADR (UK)|OTCN OTC LINK NQB IDQS|OTCN|938|8|2025-12-15
OTC|AMIGY|Admiral Group plc, Cardiff Unsponsored ADR (UK)|OTCX OTC LINK ECN ATS|OTCX|852|10|2025-12-15
OTC|AMIVF|Atrium Mtg Invt Corp Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|50|1|2025-12-15
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|ARCA GLOBAL OTC|ARCA|32488|94|2025-12-15
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|OTCN OTC LINK NQB IDQS|OTCN|8709|15|2025-12-15
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|OTCX OTC LINK ECN ATS|OTCX|44849|102|2025-12-15
OTC|AMLIF|AMERICAN LITHIUM CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|30869|21|2025-12-15
OTC|AMLIF|AMERICAN LITHIUM CORP COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|6300|9|2025-12-15
OTC|AMLRS|ARRIVED HOMES 3 LLC MEMBERSHIP INT SER MALLARD Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|663|45|2025-12-15
OTC|AMNF|Armanino Foods of Distinction, Inc. New Common Stock|OTCN OTC LINK NQB IDQS|OTCN|16720|4|2025-12-15
OTC|AMPE|AMPIO PHARMACEUTICALS INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|8|3|2025-12-15
OTC|AMQFF|ABITIBI METALS CORP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|28000|3|2025-12-15
OTC|AMRRY|AMERICAN RARE EARTHS LTD SPONSORED ADR (Australia)|OTCN OTC LINK NQB IDQS|OTCN|520|6|2025-12-15
OTC|AMRRY|AMERICAN RARE EARTHS LTD SPONSORED ADR (Australia)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|AMTFF|AmeriTrust Financial Technologies Inc. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|51069|7|2025-12-15
OTC|AMTFF|AmeriTrust Financial Technologies Inc. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|300|2|2025-12-15
OTC|AMTY|Amerityre Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|99515|1|2025-12-15
OTC|AMVOY|AUMOVIO SE American Depositary Receipts - Sponsored (Germany)|OTCN OTC LINK NQB IDQS|OTCN|4820|14|2025-12-15
OTC|AMVOY|AUMOVIO SE American Depositary Receipts - Sponsored (Germany)|OTCX OTC LINK ECN ATS|OTCX|88|2|2025-12-15
OTC|AMXEF|Amex Expl Inc Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|14045|12|2025-12-15
OTC|AMYZF|RECYCLICO BATTERY MATLS INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|21000|4|2025-12-15
OTC|ANCTF|ALIMENTATION COUCHE-TARD INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|4796|22|2025-12-15
OTC|ANCTF|ALIMENTATION COUCHE-TARD INC Common Shares|OTCX OTC LINK ECN ATS|OTCX|400|3|2025-12-15
OTC|ANGPY|VALTERRA PLATINUM LTD American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|243879|623|2025-12-15
OTC|ANGPY|VALTERRA PLATINUM LTD American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|61340|232|2025-12-15
OTC|ANGPY|VALTERRA PLATINUM LTD American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|70283|393|2025-12-15
OTC|ANIOY|Acerinox SA Unsponsored ADR (Spain)|OTCN OTC LINK NQB IDQS|OTCN|61|1|2025-12-15
OTC|ANKOF|Angkor Resources Corp.  Common Shares|OTCN OTC LINK NQB IDQS|OTCN|38|1|2025-12-15
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|ARCA GLOBAL OTC|ARCA|285|185|2025-12-15
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|OTCN OTC LINK NQB IDQS|OTCN|170|160|2025-12-15
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|OTCX OTC LINK ECN ATS|OTCX|792|174|2025-12-15
OTC|ANPMF|ANDEAN PRECIOUS METALS CORP Common Shares|ARCA GLOBAL OTC|ARCA|15421|32|2025-12-15
OTC|ANPMF|ANDEAN PRECIOUS METALS CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|21224|46|2025-12-15
OTC|ANPMF|ANDEAN PRECIOUS METALS CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|9914|19|2025-12-15
OTC|ANRGF|ANAERGIA INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|ANSLY|Ansell Limited Sponsored ADR (Australia)|ARCA GLOBAL OTC|ARCA|12|1|2025-12-15
OTC|ANYYY|Aena SME S.A. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|2124|12|2025-12-15
OTC|ANYYY|Aena SME S.A. American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|3363|16|2025-12-15
OTC|ANYYY|Aena SME S.A. American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|2428|14|2025-12-15
OTC|ANZGY|ANZ GROUP HLDGS LTD SPONSORED ADR (Australia)|ARCA GLOBAL OTC|ARCA|10752|64|2025-12-15
OTC|ANZGY|ANZ GROUP HLDGS LTD SPONSORED ADR (Australia)|OTCN OTC LINK NQB IDQS|OTCN|23373|155|2025-12-15
OTC|ANZGY|ANZ GROUP HLDGS LTD SPONSORED ADR (Australia)|OTCX OTC LINK ECN ATS|OTCX|6557|55|2025-12-15
OTC|ANZLY|Air New Zealand Ltd American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|58|4|2025-12-15
OTC|AONC|AMERICAN ONCOLOGY NETWORK INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1000|2|2025-12-15
OTC|AONCW|AMERICAN ONCOLOGY NETWORK INC Warrant   09/20/2028|OTCN OTC LINK NQB IDQS|OTCN|54808|48|2025-12-15
OTC|AONCW|AMERICAN ONCOLOGY NETWORK INC Warrant   09/20/2028|OTCX OTC LINK ECN ATS|OTCX|29704|35|2025-12-15
OTC|AONNY|Aeon Co Ltd American Depositary Shares|ARCA GLOBAL OTC|ARCA|5854|34|2025-12-15
OTC|AONNY|Aeon Co Ltd American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|618|3|2025-12-15
OTC|AONNY|Aeon Co Ltd American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|255|2|2025-12-15
OTC|AOREF|American Overseas Group Limited Common Shares|OTCX OTC LINK ECN ATS|OTCX|1|1|2025-12-15
OTC|AOTVF|ASCOT RES LTD COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|249498|20|2025-12-15
OTC|AOTVF|ASCOT RES LTD COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|14000|4|2025-12-15
OTC|APAAF|APPIA RARE EARTHS & URANIUM CORP Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|30320|7|2025-12-15
OTC|APAAF|APPIA RARE EARTHS & URANIUM CORP Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|70000|1|2025-12-15
OTC|APCOF|AMERICAN CRITICAL MINERALS INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|143942|12|2025-12-15
OTC|APCOF|AMERICAN CRITICAL MINERALS INC COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|77507|9|2025-12-15
OTC|APCX|AppTech Payments Corp. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|11619|5|2025-12-15
OTC|APCX|AppTech Payments Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|92|2|2025-12-15
OTC|APEMY|APERAM N Y REGISTRY SHS (Luxembourg)|ARCA GLOBAL OTC|ARCA|211|4|2025-12-15
OTC|APETF|ALPHAGEN INTELLIGENCE CORP CL A NEW Common Stock|OTCN OTC LINK NQB IDQS|OTCN|3|1|2025-12-15
